5;naval_base;1883;11;225;0;5926
5;naval_base;1839;11;222;0;9009
5;naval_base;1911;11;259;0;5951
5;naval_base;1865;11;222;0;5926
5;naval_base;1891;11;229;0;5926
5;naval_base;1830;11;199;0;9009
5;naval_base;1888;11;293;0;5951
5;naval_base;1905;11;278;0;5951
5;naval_base;1834;11;216;0;9009
7;naval_base;1885;11;312;0;5951
7;naval_base;1890;11;326;0;5951
13;naval_base;1769;11;138;0;5828
13;naval_base;1808;11;192;0;9009
13;naval_base;1799;11;173;0;9009
14;naval_base;1747;11;81;0;8986
14;naval_base;1731;11;37;0;8866
14;naval_base;1772;11;29;0;2777
14;naval_base;1776;11;115;0;5828
15;naval_base;1702;11;149;0;2508
15;naval_base;1694;11;159;0;2508
15;naval_base;1684;11;140;0;2508
15;naval_base;1698;11;190;0;5424
15;naval_base;1719;11;58;0;2532
15;naval_base;1732;11;33;0;8866
15;naval_base;1698;11;53;0;2532
15;naval_base;1689;11;104;0;5473
15;naval_base;1690;11;70;0;2532
15;naval_base;1688;11;123;0;2508
15;naval_base;1684;11;212;0;5375
18;naval_base;2869;11;1545;0;8621
18;naval_base;2847;11;1540;0;8621
18;naval_base;2854;11;1543;0;8621
18;naval_base;2871;11;1544;0;8621
20;naval_base;3901;11;990;0;608
20;naval_base;3923;11;989;0;608
20;naval_base;3932;11;1006;0;608
20;naval_base;3903;11;1018;0;2564
20;naval_base;3941;11;1005;0;608
20;naval_base;3892;11;1000;0;608
24;naval_base;1706;11;463;0;5304
24;naval_base;1713;11;523;0;5277
24;naval_base;1710;11;498;0;5277
30;naval_base;4522;11;672;0;2904
30;naval_base;4542;11;677;0;2904
30;naval_base;4627;11;755;0;2857
30;naval_base;4569;11;695;0;2882
30;naval_base;4604;11;724;0;2857
30;naval_base;4590;11;719;0;2882
30;naval_base;4638;11;752;0;2857
30;naval_base;4618;11;741;0;2857
30;naval_base;4583;11;711;0;2882
30;naval_base;4607;11;732;0;2857
30;naval_base;4554;11;691;0;2882
30;naval_base;4534;11;668;0;2904
31;naval_base;2082;11;482;0;8716
31;naval_base;2067;11;469;0;2643
31;naval_base;2056;11;462;0;2643
31;naval_base;2104;11;490;0;2694
32;naval_base;2013;11;908;0;1439
34;naval_base;1988;11;844;0;2569
34;naval_base;2096;11;847;0;1215
34;naval_base;2037;11;844;0;2569
34;naval_base;2076;11;855;0;1215
34;naval_base;2153;11;825;0;2472
34;naval_base;2037;11;835;0;2569
36;naval_base;2192;11;817;0;2398
36;naval_base;2225;11;791;0;2398
36;naval_base;2158;11;822;0;2472
36;naval_base;2203;11;810;0;2398
36;naval_base;2218;11;795;0;2398
36;naval_base;2252;11;786;0;2849
37;naval_base;2258;11;771;0;2849
37;naval_base;2261;11;740;0;8427
37;naval_base;2224;11;692;0;995
37;naval_base;2253;11;721;0;995
37;naval_base;2241;11;707;0;995
38;naval_base;2197;11;646;0;8507
38;naval_base;2199;11;616;0;597
38;naval_base;2216;11;673;0;995
38;naval_base;2196;11;606;0;597
40;naval_base;2169;11;531;0;8452
40;naval_base;2116;11;495;0;2694
40;naval_base;2150;11;502;0;2719
40;naval_base;2185;11;567;0;8480
40;naval_base;2131;11;498;0;2694
40;naval_base;2179;11;544;0;8452
40;naval_base;2160;11;511;0;2719
41;naval_base;2047;11;441;0;2643
41;naval_base;2043;11;415;0;2643
41;naval_base;2054;11;456;0;2643
41;naval_base;2040;11;420;0;2643
42;naval_base;1994;11;358;0;5975
42;naval_base;1980;11;332;0;5975
42;naval_base;2006;11;356;0;5975
42;naval_base;2021;11;382;0;6256
47;naval_base;4410;11;840;0;4002
47;naval_base;4413;11;834;0;4002
47;naval_base;4416;11;828;0;4002
47;naval_base;4426;11;816;0;4240
48;naval_base;4681;11;1034;0;5322
48;naval_base;4698;11;1021;0;5367
48;naval_base;4703;11;1037;0;2829
48;naval_base;4707;11;1053;0;2829
48;naval_base;4693;11;1053;0;5322
48;naval_base;4705;11;1044;0;2829
48;naval_base;4689;11;1010;0;5367
48;naval_base;4687;11;1044;0;5322
48;naval_base;4680;11;1026;0;5322
49;naval_base;4590;11;1012;0;5269
50;naval_base;4659;11;1310;0;2734
50;naval_base;4669;11;1320;0;2734
50;naval_base;4640;11;1302;0;2734
50;naval_base;4691;11;1336;0;2734
50;naval_base;4641;11;1305;0;2734
50;naval_base;4684;11;1327;0;2734
50;naval_base;4654;11;1310;0;2734
51;naval_base;1694;11;342;0;2457
51;naval_base;1694;11;387;0;2457
51;naval_base;1691;11;365;0;2457
51;naval_base;1696;11;308;0;5353
51;naval_base;1705;11;435;0;5330
52;naval_base;1684;11;255;0;2482
52;naval_base;1690;11;273;0;2482
53;naval_base;1530;11;990;0;3442
53;naval_base;1522;11;1013;0;2284
53;naval_base;1533;11;1009;0;2284
53;naval_base;1556;11;1016;0;2284
53;naval_base;1569;11;1021;0;2284
53;naval_base;1595;11;1008;0;2547
55;naval_base;1641;11;1042;0;2258
55;naval_base;1695;11;1064;0;2232
55;naval_base;1605;11;999;0;2547
55;naval_base;1658;11;1049;0;2258
55;naval_base;1597;11;934;0;2311
55;naval_base;1614;11;1011;0;2547
55;naval_base;1634;11;1043;0;2258
56;naval_base;1600;11;925;0;2311
56;naval_base;1580;11;907;0;2311
57;naval_base;4476;11;988;0;5244
57;naval_base;4461;11;972;0;5244
57;naval_base;4470;11;981;0;5244
57;naval_base;4481;11;991;0;5244
58;naval_base;4477;11;922;0;5127
58;naval_base;4506;11;886;0;4912
58;naval_base;4486;11;914;0;5127
58;naval_base;4456;11;950;0;5244
58;naval_base;4470;11;930;0;5127
58;naval_base;4455;11;957;0;5244
58;naval_base;4503;11;895;0;4912
58;naval_base;4495;11;906;0;5127
58;naval_base;4457;11;965;0;5244
58;naval_base;4461;11;943;0;5244
59;naval_base;4509;11;838;0;4466
59;naval_base;4509;11;877;0;4689
59;naval_base;4468;11;812;0;3218
59;naval_base;4463;11;807;0;3218
59;naval_base;4439;11;810;0;4240
59;naval_base;4443;11;800;0;3425
59;naval_base;4510;11;868;0;4689
59;naval_base;4442;11;787;0;3425
59;naval_base;4475;11;817;0;3218
59;naval_base;4512;11;856;0;4689
59;naval_base;4469;11;801;0;3218
59;naval_base;4455;11;794;0;3218
59;naval_base;4510;11;845;0;4466
59;naval_base;4487;11;817;0;3218
59;naval_base;4436;11;814;0;4240
59;naval_base;4506;11;829;0;4466
59;naval_base;4483;11;815;0;3218
61;naval_base;2489;11;1922;0;8490
61;naval_base;2012;11;1954;0;600
61;naval_base;2269;11;2005;0;5337
61;naval_base;2079;11;1867;0;419
61;naval_base;2460;11;1915;0;8436
61;naval_base;2590;11;1914;0;8413
61;naval_base;2173;11;1958;0;5361
62;naval_base;2946;11;1669;0;2455
62;naval_base;2978;11;1673;0;2431
62;naval_base;2934;11;1640;0;6816
62;naval_base;2942;11;1657;0;2506
62;naval_base;2961;11;1638;0;2408
62;naval_base;2966;11;1661;0;2431
62;naval_base;2969;11;1648;0;2408
63;naval_base;2941;11;1625;0;2729
63;naval_base;2959;11;1623;0;2408
64;naval_base;2977;11;1637;0;2408
64;naval_base;2994;11;1619;0;2358
64;naval_base;2962;11;1634;0;2408
64;naval_base;2976;11;1622;0;2408
64;naval_base;3001;11;1637;0;2382
64;naval_base;3042;11;1625;0;2333
64;naval_base;2997;11;1628;0;2382
65;naval_base;2802;11;738;0;1661
66;naval_base;1804;11;1165;0;5507
67;naval_base;3258;11;1157;0;6011
67;naval_base;3274;11;1164;0;6011
67;naval_base;3267;11;1159;0;6011
68;naval_base;3198;11;1170;0;5961
68;naval_base;3215;11;1169;0;5985
68;naval_base;3240;11;1163;0;5985
68;naval_base;3248;11;1161;0;5985
68;naval_base;3228;11;1167;0;5985
70;naval_base;3326;11;1109;0;5388
70;naval_base;3315;11;1126;0;5388
71;naval_base;3347;11;1063;0;2825
71;naval_base;3361;11;1041;0;2825
71;naval_base;3331;11;1096;0;5388
71;naval_base;3342;11;1074;0;2825
73;naval_base;3374;11;1012;0;8742
73;naval_base;3393;11;951;0;8766
73;naval_base;3387;11;992;0;8742
75;naval_base;3414;11;926;0;2800
75;naval_base;3417;11;911;0;2800
75;naval_base;3459;11;872;0;2800
75;naval_base;3427;11;897;0;2800
76;naval_base;1406;11;1087;0;2912
76;naval_base;1425;11;1082;0;3239
77;naval_base;858;11;1728;0;5257
77;naval_base;871;11;1731;0;5257
77;naval_base;883;11;1727;0;5257
77;naval_base;844;11;1747;0;5257
77;naval_base;772;11;1840;0;4722
77;naval_base;747;11;1808;0;5150
77;naval_base;857;11;1743;0;5257
77;naval_base;884;11;1721;0;5257
77;naval_base;881;11;1715;0;5257
77;naval_base;804;11;1784;0;2945
77;naval_base;856;11;1758;0;5257
77;naval_base;786;11;1806;0;5150
77;naval_base;823;11;1763;0;2945
77;naval_base;816;11;1751;0;2945
77;naval_base;821;11;1738;0;2945
80;naval_base;1326;11;1945;0;451
80;naval_base;1355;11;1920;0;451
80;naval_base;1373;11;1894;0;451
81;naval_base;1472;11;2038;0;48
81;naval_base;1698;11;2030;0;1256
81;naval_base;1790;11;2034;0;6054
81;naval_base;1368;11;2026;0;255
82;naval_base;1485;11;1852;0;8815
82;naval_base;1447;11;1867;0;8815
82;naval_base;1542;11;1781;0;9092
82;naval_base;1555;11;1766;0;9092
83;naval_base;1581;11;1789;0;9092
83;naval_base;1712;11;1685;0;8642
83;naval_base;1713;11;1693;0;8642
83;naval_base;1791;11;1964;0;5953
83;naval_base;1772;11;1701;0;8614
83;naval_base;1796;11;1705;0;8614
83;naval_base;1724;11;1708;0;8642
83;naval_base;1712;11;1986;0;8930
83;naval_base;1698;11;1676;0;8642
83;naval_base;1803;11;1735;0;8642
83;naval_base;1737;11;1721;0;8642
83;naval_base;1924;11;1776;0;2935
83;naval_base;1858;11;1745;0;8642
83;naval_base;1759;11;1737;0;8642
83;naval_base;1570;11;1771;0;9092
83;naval_base;1595;11;1999;0;1482
83;naval_base;1702;11;1681;0;8642
83;naval_base;1731;11;1705;0;8642
83;naval_base;1585;11;1849;0;8768
84;naval_base;1802;11;1629;0;8566
84;naval_base;1797;11;1655;0;8566
84;naval_base;1784;11;1646;0;8566
84;naval_base;1772;11;1642;0;8566
84;naval_base;1818;11;1667;0;8614
84;naval_base;1859;11;1676;0;2768
84;naval_base;1793;11;1689;0;8614
84;naval_base;1774;11;1615;0;8566
84;naval_base;1806;11;1647;0;8566
84;naval_base;1809;11;1629;0;2817
84;naval_base;1777;11;1697;0;8614
84;naval_base;1824;11;1634;0;2817
84;naval_base;1844;11;1641;0;2817
85;naval_base;1843;11;1888;0;5928
85;naval_base;1935;11;1810;0;3633
85;naval_base;1965;11;1692;0;2361
85;naval_base;1882;11;1699;0;2768
85;naval_base;1901;11;1842;0;5928
85;naval_base;1961;11;1677;0;2361
85;naval_base;1941;11;1689;0;2361
85;naval_base;1923;11;1744;0;2935
86;naval_base;1637;11;1244;0;5674
86;naval_base;1581;11;1302;0;7910
86;naval_base;1616;11;1272;0;7910
86;naval_base;1595;11;1261;0;7006
86;naval_base;1691;11;1219;0;7230
86;naval_base;1610;11;1162;0;2500
86;naval_base;1589;11;1166;0;2500
86;naval_base;1837;11;1420;0;5409
87;naval_base;2687;11;1637;0;3785
87;naval_base;2677;11;1638;0;3785
87;naval_base;2703;11;1616;0;8340
87;naval_base;2701;11;1637;0;3590
87;naval_base;2708;11;1628;0;3590
88;naval_base;2698;11;1581;0;3990
88;naval_base;2696;11;1612;0;8340
88;naval_base;2655;11;1595;0;4662
88;naval_base;2700;11;1589;0;3990
88;naval_base;2650;11;1597;0;4662
